Code AGB;Code CIQUAL;Groupe d'aliment;Sous-groupe d'aliment;Nom du Produit en Français;LCI Name;code saison;code avion;Livraison;Matériau d'emballage;Préparation;DQR;Score unique EF 3.1;Changement climatique;Appauvrissement de la couche d'ozone;Rayonnements ionisants;Formation photochimique d'ozone;Particules fines;Effets toxicologiques sur la santé humaine : substances non-cancérogènes;Effets toxicologiques sur la santé humaine : substances cancérogènes;Acidification terrestre et eaux douces;Eutrophisation eaux douces;Eutrophisation marine;Eutrophisation terrestre;Écotoxicité pour écosystèmes aquatiques d'eau douce;Utilisation du sol;Épuisement des ressources eau;Épuisement des ressources énergétiques;Épuisement des ressources minéraux
25575;25575;entrées et plats composés;sandwichs;Sandwich pain de mie complet, thon, crudités, mayonnaise;Sandwich made with wholemeal loaf bread, tuna, raw vegetables and mayonnaise;2;0;Glacé;LDPE;Pas de préparation;2.56;3.92E-01;2.50E+00;4.06E-07;7.58E-01;3.06E-02;3.76E-07;4.01E-08;2.09E-09;4.93E-02;3.13E-04;1.58E-02;1.45E-01;1.90E+01;8.58E+01;1.26E+00;4.37E+01;1.41E-05
25544;25544;entrées et plats composés;sandwichs;Sandwich pain de mie, garnitures diverses;Sandwich made with loaf bread, various filling;2;0;Glacé;LDPE;Pas de préparation;2.27;3.81E-01;2.68E+00;4.55E-07;1.17E+00;6.71E-03;3.11E-07;4.85E-08;2.40E-09;4.28E-02;5.06E-04;1.27E-02;1.81E-01;3.94E+01;1.48E+02;2.45E+00;4.22E+01;1.19E-05
25434;25434;entrées et plats composés;sandwichs;Sandwich panini, jambon cru, mozzarella, tomates;Sandwich made with panini bread, raw cured ham, mozzarella cheese and tomato;2;0;Glacé;LDPE;Pas de préparation;1.87;5.51E-01;4.40E+00;7.16E-07;1.56E+00;9.27E-03;4.52E-07;6.99E-08;3.28E-09;6.33E-02;7.19E-04;1.82E-02;2.68E-01;5.51E+01;2.28E+02;2.57E+00;5.50E+01;1.62E-05
25077;25077;entrées et plats composés;plats composés;Saumon à l'oseille;Salmon with sorrel;2;0;Glacé;PP;Micro-onde ;3.00;7.83E-01;6.34E+00;6.55E-07;1.08E+00;2.66E-02;3.91E-07;1.60E-07;6.35E-09;4.46E-02;1.62E-03;7.54E-02;1.80E-01;9.23E+01;3.21E+02;1.07E+00;7.29E+01;6.64E-05
25020;25020;entrées et plats composés;plats composés;Soufflé au fromage;Cheese soufflé;2;0;Glacé;Carton;Micro-onde ;1.78;3.70E-01;2.95E+00;1.71E-07;8.82E-01;6.41E-03;3.12E-07;7.07E-08;2.34E-09;4.28E-02;5.14E-04;1.25E-02;1.83E-01;4.21E+01;1.71E+02;1.80E+00;2.99E+01;1.06E-05
25913;25913;entrées et plats composés;soupes;Soupe à la carotte, préemballée à réchauffer;Soup, carrots, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.42;7.32E-02;4.51E-01;6.55E-08;5.58E-01;1.33E-03;3.29E-08;1.13E-08;3.27E-10;2.88E-03;1.03E-04;1.79E-03;9.47E-03;7.85E+00;1.53E+01;8.92E-01;1.65E+01;3.20E-06
25949;25949;entrées et plats composés;soupes;Soupe à la tomate et aux vermicelles, déshydratée reconstituée;Soup, tomato and vermicelli, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.83;1.25E-01;5.41E-01;6.13E-08;1.61E+00;1.66E-03;3.53E-08;1.63E-08;4.83E-10;4.01E-03;1.20E-04;2.46E-03;1.35E-02;3.72E+00;1.20E+01;1.31E+00;3.87E+01;4.95E-06
25933;25933;entrées et plats composés;soupes;Soupe à la tomate et aux vermicelles, préemballée à réchauffer;Soup, tomatoes and vermicelli, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.65;9.04E-02;5.84E-01;8.03E-08;5.75E-01;1.83E-03;4.23E-08;1.67E-08;4.82E-10;4.01E-03;1.31E-04;2.56E-03;1.42E-02;4.57E+00;1.64E+01;1.31E+00;1.86E+01;4.49E-06
25935;25935;entrées et plats composés;soupes;Soupe à la tomate, déshydratée reconstituée;Soup, tomatoes, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.83;9.79E-02;3.75E-01;4.28E-08;1.59E+00;1.00E-03;2.23E-08;8.52E-09;2.88E-10;2.37E-03;7.96E-05;1.27E-03;6.99E-03;1.57E+00;3.40E+00;4.46E-01;3.64E+01;3.50E-06
25914;25914;entrées et plats composés;soupes;Soupe à la tomate, préemballée à réchauffer;Soup, tomatoes, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.59;6.30E-02;4.18E-01;6.17E-08;5.52E-01;1.18E-03;2.93E-08;8.91E-09;2.88E-10;2.37E-03;9.10E-05;1.37E-03;7.65E-03;2.43E+00;7.77E+00;4.54E-01;1.63E+01;3.04E-06
25928;25928;entrées et plats composés;soupes;Soupe à la volaille et aux légumes, déshydratée reconstituée;Soup, chicken and vegetables, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.89;1.81E-02;1.34E-01;1.31E-08;8.55E-02;4.57E-04;9.86E-09;2.63E-09;1.03E-10;1.01E-03;3.84E-05;5.28E-04;3.34E-03;1.47E+00;3.12E+00;1.58E-01;2.92E+00;1.55E-06
25901;25901;entrées et plats composés;soupes;Soupe à la volaille et aux légumes, préemballée à réchauffer;Soup, chicken and vegetables, prepacked, to be reheated;2;0;Ambiant (long);Carton;Cuisson à l'eau;3.31;1.81E-02;1.34E-01;1.31E-08;8.55E-02;4.57E-04;9.86E-09;2.63E-09;1.03E-10;1.01E-03;3.84E-05;5.28E-04;3.34E-03;1.47E+00;3.12E+00;1.58E-01;2.92E+00;1.55E-06
25950;25950;entrées et plats composés;soupes;Soupe à la volaille et aux vermicelles, déshydratée reconstituée;Soup, chicken and vermicelli, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.94;1.85E-01;9.58E-01;8.75E-08;1.65E+00;2.84E-03;8.63E-08;2.74E-08;8.89E-10;1.08E-02;2.11E-04;4.52E-03;4.30E-02;1.37E+01;3.66E+01;2.17E+00;4.17E+01;6.84E-06
25908;25908;entrées et plats composés;soupes;Soupe à la volaille et aux vermicelles, préemballée à réchauffer;Soup, chicken and vermicelli, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.45;1.50E-01;1.00E+00;1.06E-07;6.10E-01;3.01E-03;9.33E-08;2.78E-08;8.89E-10;1.08E-02;2.22E-04;4.62E-03;4.37E-02;1.45E+01;4.10E+01;2.18E+00;2.15E+01;6.37E-06
25942;25942;entrées et plats composés;soupes;Soupe à l'oignon, déshydratée reconstituée;Soup, onions, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.50;2.99E-01;2.20E+00;1.78E-07;1.77E+00;6.62E-03;1.61E-07;4.47E-08;1.62E-09;1.87E-02;5.36E-04;9.53E-03;6.79E-02;2.40E+01;7.10E+01;2.03E+00;5.22E+01;1.76E-05
25910;25910;entrées et plats composés;soupes;Soupe à l'oignon, préemballée à réchauffer;Soup, onions, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.01;2.65E-01;2.24E+00;1.97E-07;7.29E-01;6.80E-03;1.68E-07;4.51E-08;1.62E-09;1.87E-02;5.47E-04;9.63E-03;6.86E-02;2.49E+01;7.54E+01;2.04E+00;3.21E+01;1.71E-05
25923;25923;entrées et plats composés;soupes;Soupe asiatique, avec pâtes, déshydratée reconstituée;Soup, Asian-style with noodles, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.90;4.12E-01;3.11E+00;7.31E-07;1.77E+00;1.28E-02;2.30E-07;5.40E-08;4.79E-09;2.54E-02;8.12E-04;1.23E-02;7.78E-02;3.46E+01;8.82E+01;4.17E+00;6.51E+01;2.33E-05
25955;25955;entrées et plats composés;soupes;Soupe asiatique, avec pâtes, préemballée à réchauffer;Soup, Asian-style with noodles, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.78;3.77E-01;3.15E+00;7.50E-07;7.33E-01;1.30E-02;2.38E-07;5.44E-08;4.79E-09;2.54E-02;8.24E-04;1.24E-02;7.85E-02;3.54E+01;9.25E+01;4.18E+00;4.50E+01;2.29E-05
25957;25957;entrées et plats composés;soupes;Soupe au cresson, déshydratée reconstituée;Soup, watercress, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.69;1.17E-01;5.23E-01;4.78E-08;1.61E+00;1.35E-03;3.57E-08;1.62E-08;4.40E-10;3.98E-03;1.02E-04;1.88E-03;1.49E-02;3.88E+00;1.29E+01;7.19E-01;3.72E+01;4.56E-06
25958;25958;entrées et plats composés;soupes;Soupe au cresson, préemballée à réchauffer;Soup, watercress, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.40;8.19E-02;5.67E-01;6.68E-08;5.70E-01;1.52E-03;4.27E-08;1.66E-08;4.40E-10;3.98E-03;1.14E-04;1.98E-03;1.56E-02;4.74E+00;1.73E+01;7.26E-01;1.71E+01;4.10E-06
25917;25917;entrées et plats composés;soupes;Soupe au pistou, déshydratée reconstituée;Soup, pistou (basil, garlic and olive oil), dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.64;1.39E-01;4.80E-01;5.94E-08;1.60E+00;1.74E-03;4.28E-08;2.17E-08;6.06E-10;5.17E-03;1.24E-04;2.97E-03;1.92E-02;6.56E+00;4.49E+01;2.28E+00;3.78E+01;4.81E-06
25953;25953;entrées et plats composés;soupes;Soupe au pistou, préemballée à réchauffer;Soup, pistou (basil, garlic and olive oil), prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.08;1.04E-01;5.24E-01;7.84E-08;5.64E-01;1.91E-03;4.98E-08;2.21E-08;6.06E-10;5.17E-03;1.35E-04;3.08E-03;1.99E-02;7.42E+00;4.93E+01;2.29E+00;1.77E+01;4.35E-06
25954;25954;entrées et plats composés;soupes;Soupe au potiron, déshydratée reconstituée;Soup, pumpkin, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.69;1.40E-01;7.00E-01;5.80E-08;1.63E+00;1.84E-03;4.75E-08;1.82E-08;5.82E-10;5.91E-03;1.32E-04;2.63E-03;2.22E-02;5.49E+00;2.15E+01;1.41E+00;3.86E+01;6.27E-06
25945;25945;entrées et plats composés;soupes;Soupe au potiron, préemballée à réchauffer;Soup, pumpkin, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.40;1.06E-01;7.44E-01;7.70E-08;5.93E-01;2.01E-03;5.45E-08;1.86E-08;5.82E-10;5.91E-03;1.43E-04;2.74E-03;2.29E-02;6.35E+00;2.58E+01;1.42E+00;1.84E+01;5.80E-06
25932;25932;entrées et plats composés;soupes;Soupe aux asperges, déshydratée reconstituée;Soup, asparagus, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.50;2.40E-01;1.46E+00;1.45E-07;1.70E+00;4.89E-03;1.17E-07;4.57E-08;1.42E-09;1.38E-02;3.75E-04;7.78E-03;4.96E-02;2.00E+01;6.66E+01;1.71E+00;4.71E+01;1.41E-05
25968;25968;entrées et plats composés;soupes;Soupe aux asperges, préemballée à réchauffer;Soup, asparagus, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.01;2.05E-01;1.50E+00;1.64E-07;6.65E-01;5.07E-03;1.24E-07;4.61E-08;1.42E-09;1.38E-02;3.86E-04;7.88E-03;5.03E-02;2.08E+01;7.10E+01;1.71E+00;2.70E+01;1.37E-05
25934;25934;entrées et plats composés;soupes;Soupe aux céréales et aux légumes, déshydratée reconstituée;Soup, cereals and vegetables, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;3.07;1.25E-01;5.41E-01;6.13E-08;1.61E+00;1.66E-03;3.53E-08;1.63E-08;4.83E-10;4.01E-03;1.20E-04;2.46E-03;1.35E-02;3.72E+00;1.20E+01;1.31E+00;3.87E+01;4.95E-06
25936;25936;entrées et plats composés;soupes;Soupe aux champignons, déshydratée reconstituée;Soup, mushrooms, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.50;4.93E-01;3.57E+00;1.86E-07;1.79E+00;7.64E-03;1.97E-07;5.19E-08;1.85E-09;2.27E-02;5.82E-04;1.22E-02;8.42E-02;3.69E+01;7.85E+01;1.65E+01;6.77E+01;1.92E-05
25912;25912;entrées et plats composés;soupes;Soupe aux champignons, préemballée à réchauffer;Soup, mushrooms, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.16;4.58E-01;3.62E+00;2.05E-07;7.55E-01;7.82E-03;2.04E-07;5.23E-08;1.85E-09;2.27E-02;5.93E-04;1.23E-02;8.48E-02;3.78E+01;8.29E+01;1.65E+01;4.76E+01;1.87E-05
25962;25962;entrées et plats composés;soupes;Soupe aux légumes avec fromage, préemballée à réchauffer;Soup, vegetables with cheese, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.03;1.51E-01;1.25E+00;9.39E-08;6.19E-01;2.78E-03;9.60E-08;3.15E-08;8.58E-10;1.15E-02;2.06E-04;4.71E-03;4.76E-02;1.38E+01;5.98E+01;1.33E+00;1.98E+01;5.18E-06
25905;25905;entrées et plats composés;soupes;Soupe aux légumes variés, déshydratée reconstituée;Soup, mixed vegetables, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.72;1.17E-01;4.68E-01;5.26E-08;1.60E+00;1.44E-03;3.26E-08;1.50E-08;4.04E-10;3.54E-03;9.82E-05;2.00E-03;1.28E-02;5.29E+00;1.27E+01;1.22E+00;3.72E+01;4.04E-06
25903;25903;entrées et plats composés;soupes;Soupe aux légumes variés, préemballée à réchauffer;Soup, mixed vegetables, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.42;8.24E-02;5.11E-01;7.16E-08;5.63E-01;1.62E-03;3.96E-08;1.54E-08;4.03E-10;3.54E-03;1.10E-04;2.11E-03;1.35E-02;6.15E+00;1.71E+01;1.22E+00;1.71E+01;3.58E-06
25964;25964;entrées et plats composés;soupes;Soupe aux légumes verts, déshydratée reconstituée;Soup, green vegetables, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.50;1.76E-01;1.02E+00;9.93E-08;1.66E+00;3.37E-03;7.17E-08;2.21E-08;7.92E-10;7.79E-03;2.65E-04;4.31E-03;2.63E-02;9.68E+00;2.17E+01;1.50E+00;4.31E+01;9.55E-06
25963;25963;entrées et plats composés;soupes;Soupe aux légumes verts, préemballée à réchauffer;Soup, green vegetables, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.01;1.41E-01;1.07E+00;1.18E-07;6.18E-01;3.54E-03;7.87E-08;2.25E-08;7.91E-10;7.79E-03;2.76E-04;4.42E-03;2.70E-02;1.05E+01;2.60E+01;1.51E+00;2.30E+01;9.09E-06
25900;25900;entrées et plats composés;soupes;Soupe aux lentilles, préemballée à réchauffer;Soup, lentils, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.59;7.16E-02;4.64E-01;6.76E-08;5.55E-01;1.42E-03;3.11E-08;9.31E-09;4.31E-10;2.75E-03;1.21E-04;2.45E-03;9.11E-03;4.29E+00;2.32E+01;5.72E-01;1.66E+01;3.20E-06
25925;25925;entrées et plats composés;soupes;Soupe aux poireaux et pommes de terre, déshydratée reconstituée;Soup, leek and potato, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.77;1.04E-01;4.11E-01;4.54E-08;1.59E+00;1.19E-03;2.84E-08;1.27E-08;3.16E-10;2.93E-03;8.35E-05;1.53E-03;1.09E-02;3.06E+00;8.49E+00;4.62E-01;3.64E+01;3.45E-06
25907;25907;entrées et plats composés;soupes;Soupe aux poireaux et pommes de terre, préemballée à réchauffer;Soup, leek and potato, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.51;6.88E-02;4.55E-01;6.44E-08;5.54E-01;1.36E-03;3.54E-08;1.31E-08;3.16E-10;2.93E-03;9.50E-05;1.63E-03;1.15E-02;3.92E+00;1.29E+01;4.69E-01;1.63E+01;2.99E-06
25965;25965;entrées et plats composés;soupes;Soupe aux pois cassés, préemballée à réchauffer;Soup, split peas, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;3.07;7.16E-02;4.64E-01;6.76E-08;5.55E-01;1.42E-03;3.11E-08;9.31E-09;4.31E-10;2.75E-03;1.21E-04;2.45E-03;9.11E-03;4.29E+00;2.32E+01;5.72E-01;1.66E+01;3.20E-06
25915;25915;entrées et plats composés;soupes;Soupe chorba frik, à base de viande et de frik;Soup, chorba frik, w meat and frik;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.31;5.14E-01;4.33E+00;1.89E-07;9.17E-01;7.88E-03;4.63E-07;8.37E-08;2.40E-09;6.66E-02;4.26E-04;1.69E-02;2.89E-01;2.17E+01;4.07E+02;1.93E+00;3.57E+01;1.11E-05
25919;25919;entrées et plats composés;soupes;Soupe de poissons et / ou crustacés, déshydratée reconstituée;Soup, fish and/or crustacean, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.79;1.48E+00;8.27E+00;1.75E-06;2.20E+00;1.42E-01;1.57E-06;8.81E-08;6.71E-09;2.08E-01;8.00E-04;5.30E-02;5.61E-01;4.70E+01;5.96E+01;2.71E+00;1.48E+02;1.01E-04
25904;25904;entrées et plats composés;soupes;Soupe de poissons et / ou crustacés, préemballée à réchauffer;Soup, fish and/or crustacean, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.56;1.44E+00;8.31E+00;1.77E-06;1.16E+00;1.43E-01;1.57E-06;8.85E-08;6.71E-09;2.08E-01;8.12E-04;5.31E-02;5.62E-01;4.78E+01;6.40E+01;2.72E+00;1.28E+02;1.01E-04
25967;25967;entrées et plats composés;soupes;Soupe froide type Gaspacho ou Gazpacho;Soup, gazpacho, cold;2;0;Ambiant (long);Carton;Micro-onde ;3.07;6.30E-02;4.18E-01;6.17E-08;5.52E-01;1.18E-03;2.93E-08;8.91E-09;2.88E-10;2.37E-03;9.10E-05;1.37E-03;7.65E-03;2.43E+00;7.77E+00;4.54E-01;1.63E+01;3.04E-06
25924;25924;entrées et plats composés;soupes;Soupe marocaine, déshydratée reconstituée;Soup, Moroccan, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;2.83;5.18E-01;4.00E+00;1.39E-07;1.69E+00;7.33E-03;4.53E-07;8.16E-08;2.30E-09;6.60E-02;3.91E-04;1.67E-02;2.87E-01;1.94E+01;4.02E+02;1.68E+00;4.65E+01;9.63E-06
25956;25956;entrées et plats composés;soupes;Soupe minestrone, déshydratée reconstituée;Soup, minestrone, dehydrated and reconstituted;2;0;Ambiant (long);Carton;Cuisson à l'eau;3.02;2.40E-01;1.56E+00;1.48E-07;1.71E+00;5.29E-03;1.11E-07;3.55E-08;1.21E-09;1.25E-02;4.26E-04;7.31E-03;4.23E-02;1.81E+01;4.39E+01;1.99E+00;4.91E+01;1.44E-05
25916;25916;entrées et plats composés;soupes;Soupe minestrone, préemballée à réchauffer;Soup, minestrone, prepacked, to be reheated;2;0;Ambiant (long);Carton;Micro-onde ;2.56;1.04E-01;5.24E-01;7.84E-08;5.64E-01;1.91E-03;4.98E-08;2.21E-08;6.06E-10;5.17E-03;1.35E-04;3.08E-03;1.99E-02;7.42E+00;4.93E+01;2.29E+00;1.77E+01;4.35E-06
25169;25169;entrées et plats composés;feuilletées et autres entrées;Spécialité chinoise ou bouchées à la vapeur, cuite;Chinese specialty or dumplings;2;0;Glacé;Carton;Four ;2.88;3.79E-01;3.00E+00;8.99E-07;1.30E+00;1.38E-02;2.44E-07;5.55E-08;5.61E-09;2.70E-02;8.33E-04;1.23E-02;8.27E-02;3.28E+01;1.07E+02;1.34E+00;5.47E+01;2.45E-05
25456;25456;entrées et plats composés;plats composés;Sushi ou Maki aux produits de la mer;Sushi or maki with seafood products;2;0;Glacé;PP;Micro-onde ;2.80;4.57E-01;2.58E+00;1.83E-07;4.42E-01;1.01E-02;1.67E-07;2.02E-07;1.63E-09;1.81E-02;5.98E-04;1.51E-02;5.62E-02;3.00E+01;7.02E+01;2.30E+01;3.05E+01;1.66E-05
26269;26269;entrées et plats composés;salades composées et crudités;Taboulé ou Salade de couscous au poulet, préemballé;Tabbouleh with chicken, prepacked;2;0;Glacé;PS;Pas de préparation;2.19;2.82E-01;2.19E+00;1.64E-07;3.34E-01;6.70E-03;2.06E-07;5.48E-08;1.97E-09;2.74E-02;4.80E-04;1.11E-02;1.12E-01;3.34E+01;1.40E+02;2.60E+00;2.50E+01;1.05E-05
25608;25608;entrées et plats composés;salades composées et crudités;Taboulé ou Salade de couscous, préemballé;Tabbouleh, prepacked;2;0;Glacé;PS;Pas de préparation;2.09;1.35E-01;1.07E+00;9.97E-08;1.49E-01;3.82E-03;7.51E-08;3.05E-08;9.20E-10;9.43E-03;2.32E-04;6.60E-03;3.62E-02;1.29E+01;8.47E+01;1.74E+00;1.46E+01;5.12E-06
25159;25159;entrées et plats composés;plats composés;Tajine de mouton;Mutton tagine;2;0;Glacé;PP;Micro-onde ;2.62;3.17E+00;2.74E+01;7.34E-07;1.43E+00;4.49E-02;3.27E-06;5.40E-07;1.50E-08;4.82E-01;1.92E-03;1.07E-01;2.13E+00;1.31E+02;2.93E+03;9.96E+00;8.73E+01;4.52E-05
25204;25204;entrées et plats composés;plats composés;Tajine de poulet;Chicken tagine;2;0;Glacé;PP;Micro-onde ;2.47;7.46E-01;5.49E+00;3.74E-07;1.09E+00;1.49E-02;6.13E-07;1.28E-07;5.33E-09;8.33E-02;1.18E-03;2.41E-02;3.47E-01;1.10E+02;3.07E+02;6.54E+00;5.98E+01;2.58E-05
25454;25454;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte à la provençale;Provencal-style tart;2;0;Glacé;Carton;Four ;3.19;2.60E-01;2.12E+00;1.56E-07;1.29E+00;4.68E-03;1.54E-07;5.03E-08;1.57E-09;1.97E-02;3.26E-04;7.56E-03;8.02E-02;1.99E+01;9.25E+01;1.79E+00;3.79E+01;1.22E-05
25561;25561;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte à la tomate;Tomato tart;2;0;Glacé;Carton;Four ;2.79;2.60E-01;2.12E+00;1.56E-07;1.29E+00;4.68E-03;1.54E-07;5.03E-08;1.57E-09;1.97E-02;3.26E-04;7.56E-03;8.02E-02;1.99E+01;9.25E+01;1.79E+00;3.79E+01;1.22E-05
25529;25529;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte à l'oignon;Onion tart;2;0;Glacé;Carton;Four ;2.42;3.38E-01;2.53E+00;1.58E-07;1.34E+00;5.70E-03;2.38E-07;6.01E-08;2.08E-09;3.25E-02;4.35E-04;1.08E-02;1.37E-01;3.32E+01;1.45E+02;2.12E+00;3.85E+01;1.52E-05
25444;25444;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte au fromage;Cheese tart;2;0;Glacé;Carton;Four ;2.67;4.01E-01;3.28E+00;1.78E-07;1.39E+00;6.75E-03;2.99E-07;7.73E-08;2.49E-09;4.10E-02;5.33E-04;1.28E-02;1.73E-01;4.07E+01;1.82E+02;1.53E+00;4.10E+01;1.67E-05
25623;25623;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte au maroilles ou Flamiche au maroilles;Maroilles cheese tart or maroilles cheese flamiche;2;0;Glacé;Carton;Four ;2.19;4.94E-01;3.94E+00;2.01E-07;1.45E+00;7.80E-03;4.08E-07;8.64E-08;2.86E-09;5.69E-02;6.00E-04;1.65E-02;2.44E-01;4.46E+01;2.62E+02;1.77E+00;4.38E+01;1.75E-05
25555;25555;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte au saumon;Salmon tart;2;0;Glacé;Carton;Four ;2.89;4.36E-01;3.39E+00;2.66E-07;1.46E+00;1.00E-02;2.74E-07;8.31E-08;2.96E-09;3.54E-02;6.98E-04;2.39E-02;1.47E-01;4.74E+01;1.73E+02;1.28E+00;4.92E+01;2.69E-05
25417;25417;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte aux légumes;Vegetables tart;2;0;Glacé;Carton;Four ;3.19;2.60E-01;2.12E+00;1.56E-07;1.29E+00;4.68E-03;1.54E-07;5.03E-08;1.57E-09;1.97E-02;3.26E-04;7.56E-03;8.02E-02;1.99E+01;9.25E+01;1.79E+00;3.79E+01;1.22E-05
25564;25564;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte aux noix de Saint-Jacques;Scallops tart;2;0;Glacé;Carton;Four ;2.22;5.69E-01;4.19E+00;4.67E-07;1.39E+00;2.93E-02;4.24E-07;5.76E-08;2.64E-09;5.52E-02;4.93E-04;1.77E-02;1.78E-01;3.72E+01;1.08E+02;7.50E+00;6.25E+01;2.71E-05
26267;26267;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte épinard chèvre;Goat cheese and spinach tart;2;0;Glacé;Carton;Four ;2.59;4.94E-01;3.94E+00;2.01E-07;1.45E+00;7.80E-03;4.08E-07;8.64E-08;2.86E-09;5.69E-02;6.00E-04;1.65E-02;2.44E-01;4.46E+01;2.62E+02;1.77E+00;4.38E+01;1.75E-05
25553;25553;entrées et plats composés;pizzas, tartes et crêpes salées;Tarte ou Tourte aux poireaux;Leek tart or pie;2;0;Glacé;Carton;Four ;2.22;3.49E-01;2.68E+00;1.70E-07;1.35E+00;6.21E-03;2.51E-07;7.48E-08;2.15E-09;3.31E-02;4.37E-04;1.08E-02;1.44E-01;3.55E+01;1.42E+02;1.82E+00;3.94E+01;1.56E-05
25137;25137;entrées et plats composés;plats composés;Tartiflette;Tartiflette (cheese fondue);2;0;Glacé;Carton;Micro-onde ;1.78;3.10E-01;2.56E+00;1.63E-07;1.01E+00;5.42E-03;2.33E-07;5.34E-08;1.85E-09;3.18E-02;4.02E-04;1.01E-02;1.34E-01;3.02E+01;1.37E+02;1.63E+00;3.20E+01;1.07E-05
8296;8296;entrées et plats composés;plats composés;Terrine ou mousse de légumes;Vegetable terrine or mousse;2;0;Glacé;PP;Micro-onde ;2.92;1.93E-01;1.32E+00;1.15E-07;8.00E-01;3.75E-03;1.16E-07;3.23E-08;1.02E-09;1.51E-02;2.21E-04;5.95E-03;6.12E-02;2.00E+01;4.59E+01;2.33E+00;2.83E+01;9.17E-06
26268;26268;entrées et plats composés;pizzas, tartes et crêpes salées;Tielle sétoise;Squid and spicy tomato sauce pie;2;0;Glacé;Carton;Four ;2.58;4.66E-01;2.53E+00;4.75E-07;1.30E+00;3.65E-02;4.51E-07;4.57E-08;2.38E-09;5.86E-02;3.09E-04;1.78E-02;1.69E-01;2.05E+01;1.00E+02;2.63E+00;5.56E+01;1.58E-05
25523;25523;entrées et plats composés;sandwichs;Toasts ou Canapés salés, garnitures diverses;Canapés (toasts w various toppings);2;0;Glacé;LDPE;Pas de préparation;2.38;2.02E-01;1.80E+00;1.28E-07;7.11E-01;4.20E-03;1.17E-07;2.97E-08;1.33E-09;1.61E-02;2.89E-04;7.75E-03;6.54E-02;1.92E+01;9.95E+01;7.06E-01;2.79E+01;7.37E-06
20904;20904;entrées et plats composés;plats composés;Tofu, nature;Tofu, plain;2;0;Glacé;PP;Micro-onde ;2.59;8.93E-02;6.65E-01;7.77E-08;7.23E-01;1.89E-03;2.99E-08;1.35E-08;5.21E-10;2.90E-03;9.81E-05;2.96E-03;9.04E-03;3.82E+00;3.00E+01;2.36E-01;2.33E+01;4.76E-06
